"","station","depth","date","arrival.time.local","latitude.degrees","latitude.min.sec","longitude.degrees","longitude.min.sec","weather","secchi.depth.meters","secchi.on.bottom","station.depth.meters","sample.depth.meters","temperature.celcius","do.mgl","do.percent.saturation","salinity.ppt","pH.nbs","ph.mv","nitrate.plus.nitrite.uml","nitrite.uml","orthophosphate.uml","ammonia.uml","final.chlorophyll.concentration.ugl","doc.mgl","delta.13c","delta.15n","tss.mgl","percent.organic","comments.field","comments.nutrients","comments.chlorophyll","comments.doc","comments.isotopes"
"351",5,"bottom",20150818,815,41,29.561,71,24.691,"wind: SW 10 knots, air temp: 23.89, sea state: NA, miscellaneous: mostly sunny",2.25,"n",14.5,14,19.89,6.66,88.5,32.57,7.28,-55.8,0.81,0.54,2.58,6.56,3.68,1.34,-21.44,8.49,8.58,14.14,NA,NA,NA,NA,NA
"352",6,"surface",20150819,819,41,38.5,71,18.59,"wind: 10 knots, air temp: 23.89, sea state: NA, miscellaneous: partly sunny,fog",2.5,"n",9.7,1,24.75,7.41,106.4,30.64,7.37,-61.1,0.44,0.43,2.58,4.05,6.18,1.93,-22.69,10.14,0.6,66.67,NA,NA,NA,NA,NA
"353",6,"mid",20150819,819,41,38.5,71,18.59,"wind: 10 knots, air temp: 23.89, sea state: NA, miscellaneous: partly sunny,fog",2.5,"n",9.7,5,23.72,6.92,96.9,31.07,7.32,-58.5,0.51,0.41,2.45,2.69,6.59,1.87,-22.52,9.68,0.41,0,NA,NA,NA,NA,NA
"354",6,"bottom",20150819,819,41,38.5,71,18.59,"wind: 10 knots, air temp: 23.89, sea state: NA, miscellaneous: partly sunny,fog",2.5,"n",9.7,9.2,21.93,4.56,62.3,31.64,7.15,-48.3,0.61,0.45,2.38,2.75,6.32,1.64,-22.02,8.45,1.28,0,NA,NA,NA,NA,NA
"355",7,"surface",20150818,955,41,33.999,71,18.655,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",1.75,"n",17.9,1,23.2,7.79,109.4,31.42,7.4,-63,0.61,0.47,2.28,2.82,8.2,1.71,-22.3,9.53,3.82,29.67,NA,NA,NA,NA,NA
"356",7,"mid",20150818,955,41,33.999,71,18.655,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",1.75,"n",17.9,8.5,20.67,6.39,86.2,32.28,7.29,-56.8,0.88,0.46,2.24,4.03,4.96,1.35,-22.39,8.72,1.98,13.7,NA,NA,NA,NA,NA
"357",7,"bottom",20150818,955,41,33.999,71,18.655,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",1.75,"n",17.9,17.3,19.66,6.63,87.7,32.58,7.3,-57.1,0.94,0.4,2.46,5.07,3.16,1.42,-22.27,7.67,2.8,13.79,NA,NA,NA,NA,NA
"358",8,"surface",20150818,909,41,29.688,71,21.227,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",32.3,1,22.03,7.91,108.8,31.95,7.4,-62.9,0.65,0.31,2.36,2.93,6.15,1.53,-23.06,9.47,2.41,0,NA,NA,NA,NA,NA
"359",8,"mid",20150818,909,41,29.688,71,21.227,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",32.3,16,17.88,7.15,92,32.97,7.34,-59.3,0.97,0.36,2.45,4.15,3.12,1.6,-22.68,7.25,2.6,0,NA,NA,NA,NA,NA
"360",8,"bottom",20150818,909,41,29.688,71,21.227,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",32.3,25,17.71,7,89.6,33.01,7.33,-58.5,1.18,0.39,2.48,5.24,1.93,1.12,-22.37,7.26,3.94,2.48,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"361",1,"surface",20150923,927,41,45.608,71,22.688,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",1.75,"n",6,1,20.59,6.05,NA,29.32,7.67,NA,7.43,0.8,4.84,13.84,12.61,2.29,-23.47,8.28,2.2,58.64,NA,NA,NA,NA,NA
"362",1,"mid",20150923,927,41,45.608,71,22.688,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",1.75,"n",6,3,20.67,6.04,NA,29.65,7.65,NA,11.91,0.76,3.68,17.49,11.29,2.31,-23.75,9.21,2.05,31,NA,NA,NA,NA,NA
"363",1,"bottom",20150923,927,41,45.608,71,22.688,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",1.75,"n",6,5.5,20.29,4.68,NA,31.22,7.65,NA,7.08,0.68,4.4,15.31,8.8,2.07,-23.52,9.2,2.54,25.23,NA,NA,NA,NA,NA
"364",2,"surface",20150923,853,41,41.933,71,19.564,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.25,"n",6.2,1,20.3,7.27,NA,30.22,7.78,NA,2.76,0.83,3.28,5.74,14.73,2.06,-22.14,12.6,1.06,42.54,NA,NA,NA,NA,NA
"365",2,"mid",20150923,853,41,41.933,71,19.564,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.25,"n",6.2,2.9,20.23,7.27,NA,30.63,7.76,NA,2.6,0.49,3.12,5.35,13.88,1.99,-22.18,12.04,0.96,66.67,NA,NA,NA,NA,NA
"366",2,"bottom",20150923,853,41,41.933,71,19.564,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.25,"n",6.2,5.6,19.79,5.73,NA,31.46,7.7,NA,2.56,0.46,3.25,6.63,10.04,1.8,-22.57,11.7,1.4,64.7,NA,NA,NA,NA,NA
"367",3,"surface",20150923,1010,41,39.504,71,23.19,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",4.6,1,20.94,7.81,NA,30.54,7.91,NA,1.91,0.29,3.07,3.87,11.84,2.14,-21.77,11.84,1.5,29.04,NA,NA,NA,NA,NA
"368",3,"mid",20150923,1010,41,39.504,71,23.19,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",4.6,2.3,20.94,7.81,NA,30.54,7.9,NA,1.1,0.33,2.87,4.11,12.77,2.12,-21.19,12.04,1.32,77.33,NA,NA,NA,NA,NA
"369",3,"bottom",20150923,1010,41,39.504,71,23.19,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",4.6,4,20.82,7.16,NA,30.59,7.87,NA,1.24,0.89,3.19,4.24,11.78,2.17,-21.87,13.33,1.28,73.86,NA,NA,NA,NA,NA
"370",4,"surface",20150922,NA,41,35.892,71,22.895,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3.5,"n",10.3,1,21.23,7.03,NA,31.21,7.92,NA,1.12,0.59,3.28,4.18,14.07,2.09,-21.34,12.93,1.17,91.94,NA,NA,NA,NA,NA
"371",4,"mid",20150922,NA,41,35.892,71,22.895,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3.5,"n",10.3,5,21.15,7.57,NA,31.42,7.93,NA,0.83,0.41,3.06,4.29,14.95,2.04,-21.02,13,1.11,82.25,NA,NA,NA,NA,NA
"372",4,"bottom",20150922,NA,41,35.892,71,22.895,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3.5,"n",10.3,10,21.15,7.42,NA,31.51,7.93,NA,1,0.39,2.94,5.13,15.61,2.07,-20.8,13.12,1.73,13.86,NA,NA,NA,NA,NA
"373",5,"surface",20150922,NA,41,29.562,71,24.748,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3,"n",12.8,1,20.93,7.47,NA,31.75,7.47,NA,0.63,0.26,3.29,5.02,10.51,2.05,-22.2,10.99,2.81,15.57,NA,NA,NA,NA,NA
"374",5,"mid",20150922,NA,41,29.562,71,24.748,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3,"n",12.8,7,20.96,7.45,NA,31.77,7.63,NA,0.84,0.36,3.08,4.72,10.84,1.92,-21.52,12.89,1.58,52.27,NA,NA,NA,NA,NA
"375",5,"bottom",20150922,NA,41,29.562,71,24.748,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3,"n",12.8,13.5,20.96,7.3,NA,31.79,7.64,NA,0.75,0.46,2.77,4.84,10.4,1.81,-21,11.82,1.49,18.59,NA,NA,NA,NA,NA
"376",6,"surface",20150923,815,41,38.5,71,18.606,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",9.6,1,20.23,7.72,NA,30.79,7.56,NA,1.95,0.61,3.12,7.02,11.51,2.07,-21.97,11.74,2.26,80.65,NA,NA,NA,NA,NA
"377",6,"mid",20150923,815,41,38.5,71,18.606,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",9.6,4.8,20.25,7.22,NA,30.82,7.6,NA,1.5,0.64,3.01,6.02,11.2,1.99,-21.02,10.77,0.18,96.43,NA,NA,NA,NA,NA
"378",6,"bottom",20150923,815,41,38.5,71,18.606,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.5,"n",9.6,9,18.93,5.22,NA,31.97,7.51,NA,1.82,0.7,3.02,7.34,7.78,1.78,-21.73,12.71,1.86,77.33,NA,NA,NA,NA,NA
"379",7,"surface",20150922,NA,41,33.998,71,18.67,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",4,"n",17.5,1,19.51,7.5,NA,31.92,7.83,NA,1.94,0.62,2.95,7.58,5.47,1.6,-23.22,11.73,NA,NA,NA,NA,NA,NA,NA
"380",7,"mid",20150922,NA,41,33.998,71,18.67,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",4,"n",17.5,8.75,19.36,6.32,NA,32.02,7.79,NA,1.94,0.6,2.84,7.6,5.23,1.5,-22.72,10.41,NA,NA,NA,NA,NA,NA,NA
"381",7,"bottom",20150922,NA,41,33.998,71,18.67,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",4,"n",17.5,17.5,18.62,5.66,NA,32.27,7.79,NA,1.94,0.6,2.76,8.02,4.77,1.44,-22.77,10.24,12.02,1.08,NA,NA,NA,NA,NA
"382",8,"surface",20150922,NA,41,29.701,71,21.231,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3.4,"n",31.6,1,19.94,7.82,NA,31.88,7.89,NA,0.84,0.49,2.54,4.88,10.6,1.72,-21.5,11.81,0.42,66.67,NA,NA,NA,NA,NA
"383",8,"mid",20150922,NA,41,29.701,71,21.231,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3.4,"n",31.6,16,19.58,7.26,NA,32.04,7.88,NA,1.02,0.49,2.54,4.97,10.07,1.63,-21.48,12.01,1.18,0.85,NA,NA,NA,NA,NA
"384",8,"bottom",20150922,NA,41,29.701,71,21.231,"wind: NE 10-15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",3.4,"n",31.6,27,18.36,5.96,NA,32.42,7.8,NA,2.27,0.7,2.69,7.49,4.79,1.3,-23.16,11.59,2.8,0,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"385",1,"surface",20151022,956,41,45.6,71,22.699,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",3.2,"n",5.6,1,15.41,8.91,NA,27.96,8.03,-77.2,9.15,0.67,4.17,5.76,7.54,1.83,-22.41,10.1,0.87,100,NA,NA,NA,NA,NA
"386",1,"mid",20151022,956,41,45.6,71,22.699,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",3.2,"n",5.6,2.8,14.26,8.52,NA,29.25,8.03,-77,8.77,0.87,3.9,5.43,8.47,1.68,-22.28,9.86,1.09,96.67,NA,NA,NA,NA,NA
"387",1,"bottom",20151022,956,41,45.6,71,22.699,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",3.2,"n",5.6,5.5,14.08,8.34,NA,30.06,8.06,-78.5,6.71,0.76,3.64,5.24,8.2,1.63,-21.94,10.38,4.18,54.07,NA,NA,NA,NA,NA
"388",2,"surface",20151022,921,41,41.938,71,19.575,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",3.2,"n",6.2,1,14.39,9.18,NA,29.57,8.09,-79.7,2.99,0.67,3.15,3.72,6.49,1.61,-21.26,11.29,0.93,100,NA,NA,NA,NA,NA
"389",2,"mid",20151022,921,41,41.938,71,19.575,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",3.2,"n",6.2,3.2,14.06,8.83,NA,30.3,8.1,-80.2,2.66,0.57,3.08,3.32,7.21,1.7,-20.93,11.16,0.92,100,NA,NA,NA,NA,NA
"390",2,"bottom",20151022,921,41,41.938,71,19.575,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",3.2,"n",6.2,6.2,13.89,8.66,NA,30.46,8.11,-80.3,1.91,0.54,3.06,3.2,7.26,1.57,-20.57,11.4,1.81,86.6,NA,NA,NA,NA,NA
"391",3,"surface",20151022,817,41,39.496,71,23.207,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",4,"n",5,1,13.98,8.66,NA,30.59,7.74,-63.6,0.77,0.53,2.88,3.42,3.69,1.6,-22.5,9.79,0.7,100,NA,NA,NA,NA,NA
"392",3,"mid",20151022,817,41,39.496,71,23.207,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",4,"n",5,2.5,13.99,8.56,NA,30.62,7.76,-65.5,0.87,0.63,2.91,3.34,3.58,1.38,-22.27,9.64,0.8,100,NA,NA,NA,NA,NA
"393",3,"bottom",20151022,817,41,39.496,71,23.207,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",4,"n",5,4.5,14.02,8.44,NA,30.65,7.78,-66.2,0.88,0.42,2.87,3.6,2.77,1.59,-22.02,9.95,1.04,100,NA,NA,NA,NA,NA
"394",4,"surface",20151021,1051,41,35.901,71,22.895,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",3.1,"n",10.4,1,14.4,8.74,NA,31.23,8.09,-79.7,0.2,0.41,2.78,2.68,3.98,1.19,-20.94,11.32,1.57,86.59,NA,NA,NA,NA,NA
"395",4,"mid",20151021,1051,41,35.901,71,22.895,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",3.1,"n",10.4,5.2,14.39,8.2,NA,31.23,8.08,-79.3,0.23,0.45,2.76,2.96,4.71,1.28,-20.77,11.16,1.41,95.4,NA,NA,NA,NA,NA
"396",4,"bottom",20151021,1051,41,35.901,71,22.895,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",3.1,"n",10.4,9.9,14.49,8.12,NA,31.26,8.08,-79.4,0.27,0.42,2.73,2.85,4.71,1.26,-20.89,11.21,1.92,83.42,NA,NA,NA,NA,NA
"397",5,"surface",20151021,847,41,29.58,71,24.705,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",4,"n",13.7,1,14.85,8.36,NA,31.63,7.68,-66.1,0.47,0.43,2.67,3.24,4.64,1.32,-22.8,9.48,1.8,81.67,NA,NA,NA,NA,NA
"398",5,"mid",20151021,847,41,29.58,71,24.705,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",4,"n",13.7,6.8,14.85,8.47,NA,31.71,7.82,-68.2,0.28,0.4,2.69,4.47,4.83,1.12,-21.99,10.16,1.98,66.29,NA,NA,NA,NA,NA
"399",5,"bottom",20151021,847,41,29.58,71,24.705,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",4,"n",13.7,13.2,14.85,8.36,NA,31.66,7.84,-68.8,0.24,0.42,2.7,3.54,4.82,0.86,-20.74,10.64,3.4,98.57,NA,NA,NA,NA,NA
"400",6,"surface",20151022,850,41,38.506,71,18.6,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",2.9,"n",9.7,1,14.4,8.68,NA,31,8.02,-76.5,0.34,0.47,2.83,2.88,5.32,1.54,-20.32,10.54,1.53,95.51,NA,NA,NA,NA,NA
"401",6,"mid",20151022,850,41,38.506,71,18.6,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",2.9,"n",9.7,4.9,14.63,8.43,NA,31.21,7.99,-75.3,0.46,0.5,2.77,2.68,5.91,1.74,-20.15,10.45,5.28,66.04,NA,NA,NA,NA,NA
"402",6,"bottom",20151022,850,41,38.506,71,18.6,"wind: SW 10 knots, air temp: NA, sea state: NA, miscellaneous: partly sunny",2.9,"n",9.7,9.2,14.85,7.92,NA,31.4,7.96,-74,0.55,0.45,2.8,3.11,5.91,1.29,-20.22,10.56,1.77,90.82,NA,NA,NA,NA,NA
"403",7,"surface",20151021,1018,41,33.997,71,18.641,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",4.2,"n",17.2,1,15.18,8.59,NA,31.28,8.08,-79.5,0.54,0.46,2.68,2.77,5.55,1.09,-21.6,10.17,4.62,66.1,NA,NA,NA,NA,NA
"404",7,"mid",20151021,1018,41,33.997,71,18.641,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",4.2,"n",17.2,8.2,15.31,8.05,NA,31.45,8.05,-78.1,0.68,0.49,2.69,3.18,6.52,1.05,-20.9,10.14,1.08,92.86,NA,NA,NA,NA,NA
"405",7,"bottom",20151021,1018,41,33.997,71,18.641,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",4.2,"n",17.2,16.5,15.89,7.4,NA,31.89,8.01,-76.6,0.8,0.51,2.64,4.02,7.56,0.98,-20.49,10.29,1.99,68.35,NA,NA,NA,NA,NA
"406",8,"surface",20151021,936,41,29.696,71,21.223,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",3.6,"n",31.8,1,15.68,8.52,NA,31.73,8,-76.1,0.6,0.42,2.63,3.14,9,0.8,-21.03,9.77,2.2,63.54,NA,NA,NA,NA,NA
"407",8,"mid",20151021,936,41,29.696,71,21.223,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",3.6,"n",31.8,16.2,15.95,7.71,NA,32,7.97,-74.7,1.01,0.52,2.61,3.94,8.06,0.94,-20.65,9.38,1.61,69.62,NA,NA,NA,NA,NA
"408",8,"bottom",20151021,936,41,29.696,71,21.223,"wind: calm, air temp: NA, sea state: NA, miscellaneous: mostly cloudy",3.6,"n",31.8,27.5,16.1,7.41,NA,32.27,7.97,-74.6,1.52,0.64,2.63,4.32,5.71,0.69,-21.07,9.53,3.14,44.61,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"409",1,"surface",20151117,1103,41,45.601,71,22.691,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",3.8,"n",6.5,1,11.25,9.73,NA,30.11,7.78,-66,9.88,0.7,3.27,8.07,3.67,2.35,-25.13,7.14,1.36,64.19,NA,NA,NA,NA,NA
"410",1,"mid",20151117,1103,41,45.601,71,22.691,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",3.8,"n",6.5,3,11.27,8.94,NA,30.21,7.79,-66.2,9.35,0.6,3.06,7.53,3.65,2.19,-25.27,7.26,1.19,81.73,NA,NA,NA,NA,NA
"411",1,"bottom",20151117,1103,41,45.601,71,22.691,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",3.8,"n",6.5,6,11.26,8.82,NA,30.43,7.78,-66.1,9.24,0.88,3.32,9.01,3.65,1.88,-25.03,7,1.36,80.34,NA,NA,NA,NA,NA
"412",2,"surface",20151117,1140,41,41.94,71,19.566,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.1,"n",8,1,10.87,9.79,NA,31.22,7.8,-66.6,7.04,0.66,3.6,10.14,2.01,1.82,-24.61,6.85,0.89,93.02,NA,NA,NA,NA,NA
"413",2,"mid",20151117,1140,41,41.94,71,19.566,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.1,"n",8,4,10.87,9.78,NA,31.44,7.8,-66.8,6.97,0.61,2.74,7.44,2.18,1.81,-24.45,6.46,2.71,42.77,NA,NA,NA,NA,NA
"414",2,"bottom",20151117,1140,41,41.94,71,19.566,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.1,"n",8,7.5,11.85,8.56,NA,32.45,7.8,-66.7,5.91,0.56,2.9,7.43,2.04,1.8,-23.71,7.23,2.65,31.94,NA,NA,NA,NA,NA
"415",3,"surface",20151117,1017,41,39.499,71,23.2,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.3,"y",5.3,1,10.48,9.29,NA,31.46,7.8,-66.4,5.66,0.62,2.97,7.75,1.57,1.79,-24.59,6.35,7.55,34.85,NA,NA,NA,NA,NA
"416",3,"mid",20151117,1017,41,39.499,71,23.2,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.3,"y",5.3,2.6,10.44,9.06,NA,31.53,7.79,-66.4,5.7,0.5,3.05,8.29,1.8,1.83,-24.72,6.98,1.95,72.93,NA,NA,NA,NA,NA
"417",3,"bottom",20151117,1017,41,39.499,71,23.2,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.3,"y",5.3,4.8,10.45,9.08,NA,31.56,7.79,-66.4,6.73,0.79,2.1,5.3,1.87,1.86,-24.37,7.28,0.73,92.5,NA,NA,NA,NA,NA
"418",4,"surface",20151118,1049,41,35.9,71,22.903,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.3,"n",11,1,11.21,9.79,NA,32.71,7.81,-67.4,2.67,0.56,2.13,4.15,3.39,1.72,-23.48,9.25,1.8,57.24,NA,NA,NA,NA,NA
"419",4,"mid",20151118,1049,41,35.9,71,22.903,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.3,"n",11,5.5,11.17,8.91,NA,32.73,7.82,-67.7,3.39,0.62,2.28,4.33,3.48,1.73,-23.51,8.32,1.88,52.23,NA,NA,NA,NA,NA
"420",4,"bottom",20151118,1049,41,35.9,71,22.903,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.3,"n",11,10.5,11.14,8.82,NA,32.73,7.82,-67.8,3.81,0.6,2.11,4.11,3.44,1.69,-23.34,8.15,3.11,39.24,NA,NA,NA,NA,NA
"421",5,"surface",20151118,839,41,29.551,71,24.7,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.7,"n",14.3,1,11.47,9.8,NA,31.43,7.29,-46,1.66,0.46,2.85,5.91,2.46,1.56,-23.66,8.8,1.11,81.07,NA,NA,NA,NA,NA
"422",5,"mid",20151118,839,41,29.551,71,24.7,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.7,"n",14.3,7.1,11.52,9.76,NA,32.11,7.37,-48.8,1.59,0.5,2.02,3.93,2.44,1.51,-22.91,8.22,1.56,63.2,NA,NA,NA,NA,NA
"423",5,"bottom",20151118,839,41,29.551,71,24.7,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.7,"n",14.3,13.8,11.48,8.71,NA,32.33,7.42,-50.8,1.6,0.98,2.19,3.39,2.22,1.52,-23.14,7.92,1.02,84.29,NA,NA,NA,NA,NA
"424",6,"surface",20151117,1017,41,38.504,71,18.593,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.3,"n",10.5,1,11.18,10.01,NA,31.36,7.71,-62.8,3.88,0.65,3.25,6.61,3.11,1.76,-24.15,6.78,1.37,75.48,NA,NA,NA,NA,NA
"425",6,"mid",20151117,1017,41,38.504,71,18.593,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.3,"n",10.5,5.2,11.47,8.95,NA,31.68,7.71,-63,4.57,0.42,2.59,8.58,3.13,1.72,-24.02,6.07,2.02,42.13,NA,NA,NA,NA,NA
"426",6,"bottom",20151117,1017,41,38.504,71,18.593,"wind: wind 15 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.3,"n",10.5,10,12.32,8.55,NA,32.33,7.71,-62.9,3.6,0.53,2.8,5.28,2.3,1.6,-23.22,7.03,3.6,26.48,NA,NA,NA,NA,NA
"427",7,"surface",20151118,938,41,33.998,71,18.66,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.6,"n",18.1,1,12.46,8.81,NA,30.46,7.42,-51.3,2.24,0.64,1.94,3.54,2.51,1.52,-24.22,7.61,1.54,64.92,NA,NA,NA,NA,NA
"428",7,"mid",20151118,938,41,33.998,71,18.66,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.6,"n",18.1,9,12.59,8.59,NA,30.89,7.48,-52.4,2.11,0.49,2.62,3.52,2.54,1.6,-24.1,7.6,1.72,42.7,NA,NA,NA,NA,NA
"429",7,"bottom",20151118,938,41,33.998,71,18.66,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.6,"n",18.1,18,12.99,8.34,NA,31.38,7.52,-55,2.71,0.53,2.16,3.75,2.09,1.5,-23.11,7.37,1.97,47.14,NA,NA,NA,NA,NA
"430",8,"surface",20151118,924,41,29.686,71,21.226,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.8,"n",32.3,1,12.42,9.3,NA,33.17,7.69,-62.1,2.6,0.55,1.97,3.15,3.55,1.4,-22.81,7.98,1.38,62.33,NA,NA,NA,NA,NA
"431",8,"mid",20151118,924,41,29.686,71,21.226,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.8,"n",32.3,16.1,12.76,8.51,NA,33.53,7.7,-62.6,1.7,0.48,1.9,4.27,2.75,1.3,-22.69,9.94,1.68,69.87,NA,NA,NA,NA,NA
"432",8,"bottom",20151118,924,41,29.686,71,21.226,"wind: wind 10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",5.8,"n",32.3,25.5,12.88,8.34,NA,33.64,7.71,-63.3,1.62,0.52,2.07,3.69,1.96,1.35,-22.43,7.96,1.68,57.27,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"433",1,"surface",20151216,1004,41,45.6,71,22.7,"wind: N 10 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: partly cloudy",2.6,"n",6.3,1,9.24,9.12,95.8,29.16,7.86,-45.3,15.09,1.07,3.61,8.7,1.57,23.49,-24.81,8.2,1.19,91.94,NA,NA,NA,NA,NA
"434",1,"mid",20151216,1004,41,45.6,71,22.7,"wind: N 10 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: partly cloudy",2.6,"n",6.3,3.1,9.25,9.07,95.4,29.35,7.87,-45.7,14.79,1.2,3.49,8.27,1.36,1.84,-24.86,8.7,1.21,70.34,NA,NA,NA,NA,NA
"435",1,"bottom",20151216,1004,41,45.6,71,22.7,"wind: N 10 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: partly cloudy",2.6,"n",6.3,5.8,9.5,8.96,95,30.01,7.88,-46.3,12.43,0.88,3.2,7.15,1.27,23.65,-24.92,7.88,1.56,61.44,NA,NA,NA,NA,NA
"436",2,"surface",20151216,929,41,41.932,71,19.576,"wind: N 10 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: partly cloudy",3.3,"n",7.2,1,9.33,9.23,97.9,30.55,7.9,-47.2,10.66,0.75,2.93,5.81,1.12,23.92,-24.59,8.6,2,35,NA,NA,NA,NA,NA
